Time,Team,Operation,BuyVolume,SellVolume,EtfPosition,FuturePosition,EtfPrice,FuturePrice,TotalFees,AccountBalance,ProfitOrLoss,Status
34.753078,TraderTwo,Tick,0,0,0,0,127100,127200,0,0,0,OK
35.039627,TraderTwo,Tick,0,0,0,0,127000,127200,0,0,0,OK
35.29188,TraderTwo,Tick,0,0,0,0,127000,127200,0,0,0,OK
35.464698,TraderTwo,Tick,0,0,0,0,127000,127200,0,0,0,OK
35.704358,TraderTwo,Tick,0,0,0,0,127000,127200,0,0,0,OK
36.023335,TraderTwo,Tick,0,0,0,0,127000,127200,0,0,0,OK
36.243378,TraderTwo,Tick,0,0,0,0,127000,127200,0,0,0,OK
36.458662,TraderTwo,Tick,0,0,0,0,127000,127200,0,0,0,OK
36.737606,TraderTwo,Tick,0,0,0,0,127000,127500,0,0,0,OK
36.952955,TraderTwo,Tick,0,0,0,0,127100,127500,0,0,0,OK
37.273754,TraderTwo,Tick,0,0,0,0,127100,127500,0,0,0,OK
37.473839,TraderTwo,Tick,0,0,0,0,127100,127500,0,0,0,OK
37.760647,TraderTwo,Tick,0,0,0,0,127100,127500,0,0,0,OK
37.999222,TraderTwo,Tick,0,0,0,0,127100,127500,0,0,0,OK
38.273599,TraderTwo,Tick,0,0,0,0,127100,127500,0,0,0,OK
38.548012,TraderTwo,Tick,0,0,0,0,127100,127500,0,0,0,OK
38.711279,TraderTwo,Tick,0,0,0,0,127100,127500,0,0,0,OK
38.951908,TraderTwo,Tick,0,0,0,0,127100,127600,0,0,0,OK
39.286336,TraderTwo,Tick,0,0,0,0,127100,127600,0,0,0,OK
39.467431,TraderTwo,Tick,0,0,0,0,127100,127600,0,0,0,OK
39.760392,TraderTwo,Tick,0,0,0,0,127100,127600,0,0,0,OK
39.977513,TraderTwo,Tick,0,0,0,0,127100,127300,0,0,0,OK
40.253222,TraderTwo,Tick,0,0,0,0,127100,127300,0,0,0,OK
40.482929,TraderTwo,Tick,0,0,0,0,127100,127300,0,0,0,OK
40.713094,TraderTwo,Tick,0,0,0,0,127100,127300,0,0,0,OK
41.021825,TraderTwo,Tick,0,0,0,0,127100,127300,0,0,0,OK
41.295599,TraderTwo,Tick,0,0,0,0,127100,127300,0,0,0,OK
41.457942,TraderTwo,Tick,0,0,0,0,127100,127300,0,0,0,OK
41.735023,TraderTwo,Tick,0,0,0,0,127100,127300,0,0,0,OK
41.970118,TraderTwo,Tick,0,0,0,0,127100,127600,0,0,0,OK
42.27188,TraderTwo,Tick,0,0,0,0,127100,127600,0,0,0,OK
42.510422,TraderTwo,Tick,0,0,0,0,127100,127600,0,0,0,OK
42.728251,TraderTwo,Tick,0,0,0,0,127100,127600,0,0,0,OK
43.007797,TraderTwo,Tick,0,0,0,0,127100,127600,0,0,0,OK
43.280739,TraderTwo,Tick,0,0,0,0,127100,127200,0,0,0,OK
43.508211,TraderTwo,Tick,0,0,0,0,127100,127200,0,0,0,OK
43.732332,TraderTwo,Tick,0,0,0,0,127100,127200,0,0,0,OK
43.996745,TraderTwo,Tick,0,0,0,0,127100,127200,0,0,0,OK
44.232098,TraderTwo,Tick,0,0,0,0,127100,127200,0,0,0,OK
44.454283,TraderTwo,Tick,0,0,0,0,127100,127400,0,0,0,OK
44.739837,TraderTwo,Tick,0,0,0,0,127100,127400,0,0,0,OK
45.024862,TraderTwo,Tick,0,0,0,0,127100,127400,0,0,0,OK
45.21134,TraderTwo,Tick,0,0,0,0,127100,127400,0,0,0,OK
45.50865,TraderTwo,Tick,0,0,0,0,127100,127400,0,0,0,OK
45.759788,TraderTwo,Tick,0,0,0,0,127100,127400,0,0,0,OK
45.956105,TraderTwo,Tick,0,0,0,0,128100,127400,0,0,0,OK
46.231594,TraderTwo,Tick,0,0,0,0,128100,127400,0,0,0,OK
46.525835,TraderTwo,Tick,0,0,0,0,128100,127400,0,0,0,OK
46.75613,TraderTwo,Tick,0,0,0,0,128100,127400,0,0,0,OK
46.990982,TraderTwo,Tick,0,0,0,0,128100,127400,0,0,0,OK
47.263561,TraderTwo,Tick,0,0,0,0,128100,127400,0,0,0,OK
47.516439,TraderTwo,Tick,0,0,0,0,127100,127400,0,0,0,OK
47.797609,TraderTwo,Tick,0,0,0,0,127100,127100,0,0,0,OK
47.96748,TraderTwo,Tick,0,0,0,0,127100,127100,0,0,0,OK
48.213562,TraderTwo,Tick,0,0,0,0,127100,127100,0,0,0,OK
48.523698,TraderTwo,Tick,0,0,0,0,127100,127100,0,0,0,OK
48.737666,TraderTwo,Tick,0,0,0,0,127600,127100,0,0,0,OK
49.002649,TraderTwo,Tick,0,0,0,0,127600,127100,0,0,0,OK
49.253246,TraderTwo,Tick,0,0,0,0,127600,127000,0,0,0,OK
49.471115,TraderTwo,Tick,0,0,0,0,127600,127000,0,0,0,OK
49.751373,TraderTwo,Tick,0,0,0,0,127600,127000,0,0,0,OK
50.002963,TraderTwo,Tick,0,0,0,0,127600,127000,0,0,0,OK
50.22898,TraderTwo,Tick,0,0,0,0,127600,127000,0,0,0,OK
50.507723,TraderTwo,Tick,0,0,0,0,127100,127000,0,0,0,OK
50.7802,TraderTwo,Tick,0,0,0,0,127100,127000,0,0,0,OK
50.990746,TraderTwo,Tick,0,0,0,0,127100,127000,0,0,0,OK
51.2697,TraderTwo,Tick,0,0,0,0,127100,127300,0,0,0,OK
51.520653,TraderTwo,Tick,0,0,0,0,127100,127300,0,0,0,OK
51.795698,TraderTwo,Tick,0,0,0,0,127600,127300,0,0,0,OK
52.037274,TraderTwo,Tick,0,0,0,0,127600,127300,0,0,0,OK
52.203234,TraderTwo,Tick,0,0,0,0,127600,127300,0,0,0,OK
52.470205,TraderTwo,Tick,0,0,0,0,127600,127300,0,0,0,OK
52.740151,TraderTwo,Tick,0,0,0,0,127600,127300,0,0,0,OK
53.018571,TraderTwo,Tick,0,0,0,0,127100,127300,0,0,0,OK
53.238345,TraderTwo,Tick,0,0,0,0,127100,127300,0,0,0,OK
53.514803,TraderTwo,Tick,0,0,0,0,127100,127300,0,0,0,OK
53.785524,TraderTwo,Tick,0,0,0,0,127100,127300,0,0,0,OK
54.002559,TraderTwo,Tick,0,0,0,0,127100,127300,0,0,0,OK
54.253755,TraderTwo,Tick,0,0,0,0,127100,127300,0,0,0,OK
54.475374,TraderTwo,Tick,0,0,0,0,127100,127300,0,0,0,OK
54.75607,TraderTwo,Tick,0,0,0,0,127100,127300,0,0,0,OK
55.010787,TraderTwo,Tick,0,0,0,0,127100,127300,0,0,0,OK
55.285115,TraderTwo,Tick,0,0,0,0,127100,127300,0,0,0,OK
55.523976,TraderTwo,Tick,0,0,0,0,127100,127300,0,0,0,OK
55.778725,TraderTwo,Tick,0,0,0,0,127100,127300,0,0,0,OK
56.003742,TraderTwo,Tick,0,0,0,0,127100,127300,0,0,0,OK
56.283351,TraderTwo,Tick,0,0,0,0,127100,127300,0,0,0,OK
56.476636,TraderTwo,Tick,0,0,0,0,127100,127300,0,0,0,OK
56.797234,TraderTwo,Tick,0,0,0,0,127200,127300,0,0,0,OK
57.046905,TraderTwo,Tick,0,0,0,0,127200,127300,0,0,0,OK
57.241571,TraderTwo,Tick,0,0,0,0,127100,127300,0,0,0,OK
57.503569,TraderTwo,Tick,0,0,0,0,127100,127300,0,0,0,OK
57.755514,TraderTwo,Tick,0,0,0,0,127000,127300,0,0,0,OK
57.970959,TraderTwo,Tick,0,0,0,0,127000,127300,0,0,0,OK
58.2976,TraderTwo,Tick,0,0,0,0,127000,127300,0,0,0,OK
58.544757,TraderTwo,Tick,0,0,0,0,127000,127300,0,0,0,OK
58.740059,TraderTwo,Tick,0,0,0,0,127000,127300,0,0,0,OK
59.037103,TraderTwo,Tick,0,0,0,0,127000,127300,0,0,0,OK
59.296595,TraderTwo,Tick,0,0,0,0,127000,127300,0,0,0,OK
59.535811,TraderTwo,Tick,0,0,0,0,127000,127300,0,0,0,OK
59.723118,TraderTwo,Tick,0,0,0,0,127000,127300,0,0,0,OK
59.990238,TraderTwo,Tick,0,0,0,0,127000,127300,0,0,0,OK
60.308973,TraderTwo,Tick,0,0,0,0,127300,127300,0,0,0,OK
60.47848,TraderTwo,Tick,0,0,0,0,127300,127200,0,0,0,OK
60.751136,TraderTwo,Tick,0,0,0,0,127300,127200,0,0,0,OK
61.015361,TraderTwo,Tick,0,0,0,0,127300,127200,0,0,0,OK
61.275473,TraderTwo,Tick,0,0,0,0,127300,127200,0,0,0,OK
61.541834,TraderTwo,Tick,0,0,0,0,127900,127200,0,0,0,OK
61.782468,TraderTwo,Tick,0,0,0,0,127900,127200,0,0,0,OK
62.013881,TraderTwo,Tick,0,0,0,0,127900,127200,0,0,0,OK
62.241802,TraderTwo,Tick,0,0,0,0,127900,127200,0,0,0,OK
62.534452,TraderTwo,Tick,0,0,0,0,127900,127200,0,0,0,OK
62.747368,TraderTwo,Tick,0,0,0,0,127900,127100,0,0,0,OK
63.022507,TraderTwo,Tick,0,0,0,0,127900,127100,0,0,0,OK
63.280345,TraderTwo,Tick,0,0,0,0,127900,127100,0,0,0,OK
63.547246,TraderTwo,Tick,0,0,0,0,127700,127100,0,0,0,OK
63.785465,TraderTwo,Tick,0,0,0,0,127700,127100,0,0,0,OK
64.022542,TraderTwo,Tick,0,0,0,0,127700,127100,0,0,0,OK
64.29387,TraderTwo,Tick,0,0,0,0,127700,127100,0,0,0,OK
64.4536,TraderTwo,Tick,0,0,0,0,127700,127000,0,0,0,OK
64.764676,TraderTwo,Tick,0,0,0,0,127600,127000,0,0,0,OK
64.963726,TraderTwo,Tick,0,0,0,0,127600,127100,0,0,0,OK
65.223621,TraderTwo,Tick,0,0,0,0,127600,127100,0,0,0,OK
65.451761,TraderTwo,Tick,0,0,0,0,127600,127100,0,0,0,OK
65.721774,TraderTwo,Tick,0,0,0,0,127600,127100,0,0,0,OK
66.04249,TraderTwo,Tick,0,0,0,0,127600,127100,0,0,0,OK
66.241132,TraderTwo,Tick,0,0,0,0,127600,127400,0,0,0,OK
66.477441,TraderTwo,Tick,0,0,0,0,127600,127400,0,0,0,OK
66.744368,TraderTwo,Tick,0,0,0,0,127600,126800,0,0,0,OK
67.011085,TraderTwo,Tick,0,0,0,0,127600,126700,0,0,0,OK
67.270148,TraderTwo,Tick,0,0,0,0,126600,126600,0,0,0,OK
67.451294,TraderTwo,Tick,0,0,0,0,126600,126600,0,0,0,OK
67.799233,TraderTwo,Tick,0,0,0,0,126600,126600,0,0,0,OK
68.014488,TraderTwo,Tick,0,0,0,0,126600,126600,0,0,0,OK
68.221799,TraderTwo,Tick,0,0,0,0,126600,126500,0,0,0,OK
68.515734,TraderTwo,Tick,0,0,0,0,126600,126400,0,0,0,OK
68.731781,TraderTwo,Tick,0,0,0,0,126600,126400,0,0,0,OK
68.977162,TraderTwo,Tick,0,0,0,0,126600,126400,0,0,0,OK
69.204086,TraderTwo,Tick,0,0,0,0,126600,126100,0,0,0,OK
69.550337,TraderTwo,Tick,0,0,0,0,126600,126100,0,0,0,OK
69.773151,TraderTwo,Tick,0,0,0,0,126600,126400,0,0,0,OK
70.0436,TraderTwo,Tick,0,0,0,0,126600,126400,0,0,0,OK
70.257059,TraderTwo,Tick,0,0,0,0,126600,126400,0,0,0,OK
70.521355,TraderTwo,Tick,0,0,0,0,126900,126400,0,0,0,OK
70.705675,TraderTwo,Tick,0,0,0,0,126900,126400,0,0,0,OK
71.037646,TraderTwo,Tick,0,0,0,0,126900,126200,0,0,0,OK
71.298728,TraderTwo,Tick,0,0,0,0,126900,126200,0,0,0,OK
71.536871,TraderTwo,Tick,0,0,0,0,126900,126200,0,0,0,OK
71.727078,TraderTwo,Tick,0,0,0,0,126900,126200,0,0,0,OK
71.999961,TraderTwo,Tick,0,0,0,0,126900,126200,0,0,0,OK
72.20688,TraderTwo,Tick,0,0,0,0,126900,126200,0,0,0,OK
72.546178,TraderTwo,Tick,0,0,0,0,126900,126200,0,0,0,OK
72.726327,TraderTwo,Tick,0,0,0,0,126900,126200,0,0,0,OK
73.020905,TraderTwo,Tick,0,0,0,0,126900,126200,0,0,0,OK
73.236546,TraderTwo,Tick,0,0,0,0,126900,126400,0,0,0,OK
73.530464,TraderTwo,Tick,0,0,0,0,126900,126400,0,0,0,OK
73.762219,TraderTwo,Tick,0,0,0,0,126900,126400,0,0,0,OK
74.027718,TraderTwo,Tick,0,0,0,0,126900,126600,0,0,0,OK
74.287059,TraderTwo,Tick,0,0,0,0,126900,126600,0,0,0,OK
74.483502,TraderTwo,Tick,0,0,0,0,126900,126600,0,0,0,OK
74.778664,TraderTwo,Tick,0,0,0,0,126900,126600,0,0,0,OK
74.987982,TraderTwo,Tick,0,0,0,0,126900,126600,0,0,0,OK
75.2423,TraderTwo,Tick,0,0,0,0,126600,126600,0,0,0,OK
75.488648,TraderTwo,Tick,0,0,0,0,126600,126600,0,0,0,OK
75.722964,TraderTwo,Tick,0,0,0,0,126600,126600,0,0,0,OK
75.984515,TraderTwo,Tick,0,0,0,0,126600,126600,0,0,0,OK
76.266662,TraderTwo,Tick,0,0,0,0,126600,126600,0,0,0,OK
76.464397,TraderTwo,Tick,0,0,0,0,126600,126600,0,0,0,OK
76.732621,TraderTwo,Tick,0,0,0,0,126600,126600,0,0,0,OK
76.957408,TraderTwo,Tick,0,0,0,0,126600,126600,0,0,0,OK
77.235621,TraderTwo,Tick,0,0,0,0,126600,126600,0,0,0,OK
77.457031,TraderTwo,Tick,0,0,0,0,126600,126200,0,0,0,OK
77.771874,TraderTwo,Tick,0,0,0,0,126800,126200,0,0,0,OK
77.96397,TraderTwo,Tick,0,0,0,0,126800,126200,0,0,0,OK
78.285331,TraderTwo,Tick,0,0,0,0,126800,126000,0,0,0,OK
78.515111,TraderTwo,Tick,0,0,0,0,126800,125800,0,0,0,OK
78.763019,TraderTwo,Tick,0,0,0,0,126400,125800,0,0,0,OK
78.973486,TraderTwo,Tick,0,0,0,0,126400,125900,0,0,0,OK
79.24523,TraderTwo,Tick,0,0,0,0,126100,125900,0,0,0,OK
79.501527,TraderTwo,Tick,0,0,0,0,126100,125900,0,0,0,OK
79.730154,TraderTwo,Tick,0,0,0,0,125900,125900,0,0,0,OK
79.991587,TraderTwo,Tick,0,0,0,0,125900,126000,0,0,0,OK
80.25359,TraderTwo,Tick,0,0,0,0,125900,126000,0,0,0,OK
80.459991,TraderTwo,Tick,0,0,0,0,125900,125700,0,0,0,OK
80.706573,TraderTwo,Tick,0,0,0,0,125900,125700,0,0,0,OK
81.048094,TraderTwo,Tick,0,0,0,0,125900,125800,0,0,0,OK
81.292518,TraderTwo,Tick,0,0,0,0,125900,125500,0,0,0,OK
81.526454,TraderTwo,Tick,0,0,0,0,125700,125500,0,0,0,OK
81.767715,TraderTwo,Tick,0,0,0,0,125700,125500,0,0,0,OK
81.995733,TraderTwo,Tick,0,0,0,0,125700,125500,0,0,0,OK
82.257956,TraderTwo,Tick,0,0,0,0,125700,125500,0,0,0,OK
82.542676,TraderTwo,Tick,0,0,0,0,125700,125500,0,0,0,OK
82.724465,TraderTwo,Tick,0,0,0,0,125700,126000,0,0,0,OK
82.995627,TraderTwo,Tick,0,0,0,0,125700,126000,0,0,0,OK
83.202413,TraderTwo,Tick,0,0,0,0,126500,126000,0,0,0,OK
83.458862,TraderTwo,Tick,0,0,0,0,125700,126000,0,0,0,OK
83.785494,TraderTwo,Tick,0,0,0,0,125700,126000,0,0,0,OK
84.045017,TraderTwo,Tick,0,0,0,0,125700,126200,0,0,0,OK
84.274552,TraderTwo,Tick,0,0,0,0,125700,126200,0,0,0,OK
84.469672,TraderTwo,Tick,0,0,0,0,126700,126200,0,0,0,OK
84.768605,TraderTwo,Tick,0,0,0,0,126700,126100,0,0,0,OK
84.989255,TraderTwo,Tick,0,0,0,0,126700,126200,0,0,0,OK
85.219208,TraderTwo,Tick,0,0,0,0,126700,126200,0,0,0,OK
85.548911,TraderTwo,Tick,0,0,0,0,125600,126200,0,0,0,OK
85.778914,TraderTwo,Tick,0,0,0,0,125600,126200,0,0,0,OK
85.959481,TraderTwo,Tick,0,0,0,0,125600,126300,0,0,0,OK
86.294905,TraderTwo,Tick,0,0,0,0,125600,126300,0,0,0,OK
86.469734,TraderTwo,Tick,0,0,0,0,125600,126300,0,0,0,OK
86.768629,TraderTwo,Tick,0,0,0,0,125600,126300,0,0,0,OK
87.046539,TraderTwo,Tick,0,0,0,0,125600,126300,0,0,0,OK
87.224377,TraderTwo,Tick,0,0,0,0,125600,126300,0,0,0,OK
87.538259,TraderTwo,Tick,0,0,0,0,125600,126600,0,0,0,OK
87.770265,TraderTwo,Tick,0,0,0,0,125600,126600,0,0,0,OK
88.002658,TraderTwo,Tick,0,0,0,0,125600,126600,0,0,0,OK
88.223058,TraderTwo,Tick,0,0,0,0,125600,126600,0,0,0,OK
88.473129,TraderTwo,Tick,0,0,0,0,125600,126600,0,0,0,OK
